Address Part 1,Address Part 2,Full Address,Latitude,Longitude
395 Mount Hope Avenue,"Rockaway, New Jersey 07866","395 Mount Hope Avenue, Rockaway, New Jersey 07866",40.9063035,-74.5587777
656  Old Bridge Turnpike,"South River , New Jersey 08882","656  Old Bridge Turnpike, South River , New Jersey 08882",40.4630003,-74.4030215
379 Dover Road,"Toms River, New Jersey 08757","379 Dover Road, Toms River, New Jersey 08757",39.9418381,-74.2118795
2017 Cleveland Place,"Springfield, New Jersey 07081","2017 Cleveland Place, Springfield, New Jersey 07081",40.7185182,-74.3292408
1700 Center Square Road,"Swedesboro, New Jersey 08085","1700 Center Square Road, Swedesboro, New Jersey 08085",39.759453,-75.3595805
1 Premium Outlets Blvd,"Tinton Falls, New Jersey 07753-7469","1 Premium Outlets Blvd, Tinton Falls, New Jersey 07753-7469",40.224317,-74.0946387
3131 Kennedy Blvd,"North Bergen, New Jersey 07087","3131 Kennedy Blvd, North Bergen, New Jersey 07087",40.7758154,-74.0355204
1750  Route 22 East,"Union, New Jersey 07083","1750  Route 22 East, Union, New Jersey 07083",40.6960107,-74.2542542
570 Rancocas Road,"Westampton, New Jersey 08060","570 Rancocas Road, Westampton, New Jersey 08060",40.007057,-74.8616161
440 King Georges Road,"Woodbridge, New Jersey 08857-0000","440 King Georges Road, Woodbridge, New Jersey 08857-0000",40.5362436,-74.2971314
441 Chestnut Ridge Road,"Woodcliff Lake, New Jersey 07677","441 Chestnut Ridge Road, Woodcliff Lake, New Jersey 07677",41.0410183,-74.0749595
2600 Menaul Blvd NE,"Albuquerque, New Mexico 87107-1843","2600 Menaul Blvd NE, Albuquerque, New Mexico 87107-1843",35.108786,-106.6133743
2200  Louisiana Boulevard Northeast,"Albuquerque, New Mexico 87110","2200  Louisiana Boulevard Northeast, Albuquerque, New Mexico 87110",35.1035131,-106.5665096
315 S 1st Street,"Clayton, New Mexico 88415","315 S 1st Street, Clayton, New Mexico 88415",36.449125,-103.1819275
1695 US-180,"Deming, New Mexico 88030","1695 US-180, Deming, New Mexico 88030",32.2810703,-107.7600239
4200 Sierra Vista Drive,"Farmington, New Mexico 87402-8302","4200 Sierra Vista Drive, Farmington, New Mexico 87402-8302",36.7669596,-108.14458
111 Twin Buttes Rd,"Gallup, New Mexico 87301-5631","111 Twin Buttes Rd, Gallup, New Mexico 87301-5631",35.5052497,-108.8289507
1500 Willow Dr,"Milan, New Mexico 87021","1500 Willow Dr, Milan, New Mexico 87021",35.1833412,-107.8986276
2702 W Amador Ave,"Las Cruces, New Mexico 88005","2702 W Amador Ave, Las Cruces, New Mexico 88005",32.2965995,-106.8123342
2500 N. Grand Ave.,"Las Vegas, New Mexico 87701","2500 N. Grand Ave., Las Vegas, New Mexico 87701",35.6219341,-105.2045837
8380 Cerrillos Rd,"Santa Fe, New Mexico 87507-4415","8380 Cerrillos Rd, Santa Fe, New Mexico 87507-4415",35.6114395,-106.0320572
2516 Historic Route 66,"Santa Rosa, New Mexico 88435-2854","2516 Historic Route 66, Santa Rosa, New Mexico 88435-2854",34.9473617,-104.6485218
1100  N California St,"Socorro , New Mexico 87801","1100  N California St, Socorro , New Mexico 87801",34.071485,-106.8925758
2201 F.G. Amin Street,"Truth or Consequences, New Mexico 87901","2201 F.G. Amin Street, Truth or Consequences, New Mexico 87901",33.1556086,-107.2512436
2624 S Adams St.,"Tucumcari, New Mexico 88401-3802","2624 S Adams St., Tucumcari, New Mexico 88401-3802",35.1535403,-103.7229755
131 Colonie Center,"Albany, New York 12205-2751","131 Colonie Center, Albany, New York 12205-2751",42.7105175,-73.8161747
838 Sunrise Highway,"Bay Shore, New York 11706","838 Sunrise Highway, Bay Shore, New York 11706",40.7260755,-73.2767204
1062 Front Street,"Binghamton, New York 13905-1205","1062 Front Street, Binghamton, New York 13905-1205",42.1458678,-75.9017283
1  Starr Ridge Rd,"Brewster, New York 10509","1  Starr Ridge Rd, Brewster, New York 10509",41.3923203,-73.5953439
260 Baychester Avenue,"Bronx, New York 10475","260 Baychester Avenue, Bronx, New York 10475",40.8660835,-73.8301896
625 Atlantic Avenue B12,"Brooklyn, New York 11217","625 Atlantic Avenue B12, Brooklyn, New York 11217",40.6848058,-73.9759616
8949 Bay Parkway,"Brooklyn, New York 11214","8949 Bay Parkway, Brooklyn, New York 11214",40.5931874,-74.0000083
878 Washington Avenue,"Brooklyn, New York 11225","878 Washington Avenue, Brooklyn, New York 11225",40.6694888,-73.9623322
113 N. 12th Street,"Brooklyn, New York 11249","113 N. 12th Street, Brooklyn, New York 11249",40.722046,-73.9568865
4455 Transit Road,"Buffalo, New York 14221-6030","4455 Transit Road, Buffalo, New York 14221-6030",42.9683291,-78.6959049
117 Old Country Road,"Carle Place, New York 11514","117 Old Country Road, Carle Place, New York 11514",40.7446332,-73.6147745
498 Red Apple Court,"Central Valley, New York 10917","498 Red Apple Court, Central Valley, New York 10917",41.3173472,-74.1254641
2013 Walden Avenue,"Cheektowaga, New York 14225","2013 Walden Avenue, Cheektowaga, New York 14225",42.9074382,-78.762568
6151 NY-8,"Chestertown, New York 12817","6151 NY-8, Chestertown, New York 12817",43.6656453,-73.7842485
956 Loudon Rd,"Latham, New York 12110","956 Loudon Rd, Latham, New York 12110",42.7664403,-73.7553298
2300 Salt Point Turnpike,"Clinton Corners, New York 12514-2025","2300 Salt Point Turnpike, Clinton Corners, New York 12514-2025",41.8260776,-73.7704008
1147 Sunrise Highway,"Copiague, New York 11726","1147 Sunrise Highway, Copiague, New York 11726",40.6893959,-73.40605
35 Franklin Plaza,"Dansville, New York 14437","35 Franklin Plaza, Dansville, New York 14437",42.5636858,-77.7109803
47-55  Hamilton Street,"Dobbs Ferry, New York 10522","47-55  Hamilton Street, Dobbs Ferry, New York 10522",41.003875,-73.857453
8  Osborne Lane,"East Hampton, New York 11937","8  Osborne Lane, East Hampton, New York 11937",40.9654986,-72.1895627
125 Victory Hwy,"Painted Post, New York 14870","125 Victory Hwy, Painted Post, New York 14870",42.1708996,-77.1077392
18 Westage Drive,"Fishkill, New York 12524","18 Westage Drive, Fishkill, New York 12524",41.5291083,-73.8945974
136-20 38th Avenue,"Flushing, New York 11354","136-20 38th Avenue, Flushing, New York 11354",40.7609862,-73.8298057
630 Old Country Road,"Garden City, New York 11530","630 Old Country Road, Garden City, New York 11530",40.7378609,-73.6138821
8000 Cooper Avenue,"Glendale, New York 11385","8000 Cooper Avenue, Glendale, New York 11385",40.7082446,-73.8687372
1 Crossgates Mall Road,"Guilderland, New York 12203","1 Crossgates Mall Road, Guilderland, New York 12203",42.6884897,-73.8492576
661  West Main Street,"Hancock , New York 13783","661  West Main Street, Hancock , New York 13783",41.9563602,-75.2945769
694 Motor Parkway,"Hauppauge, New York 11788","694 Motor Parkway, Hauppauge, New York 11788",40.8071531,-73.238478
5805  NY-9G,"Hudson, New York 12534","5805  NY-9G, Hudson, New York 12534",42.2232742,-73.8262839
1750 Veterans Hwy,"Islandia, New York 11598","1750 Veterans Hwy, Islandia, New York 11598",40.8026484,-73.1799499
740 South Meadow Street,"Ithaca, New York 14850","740 South Meadow Street, Ithaca, New York 14850",42.4300995,-76.5084917
429  N Broadway,"Jericho, New York 11753","429  N Broadway, Jericho, New York 11753",40.7888177,-73.5346577
640 Washington Ave.,"Kingston, New York 12401-2945","640 Washington Ave., Kingston, New York 12401-2945",41.9418378,-74.0268909
16 John J Wagner Way,"Lagrangeville, New York 12540","16 John J Wagner Way, Lagrangeville, New York 12540",41.6682949,-73.7958107
313 Smith Haven Mall,"Lake Grove, New York 11755","313 Smith Haven Mall, Lake Grove, New York 11755",40.8649825,-73.1300892
1930 Saranac Ave,"Lake Placid, New York 12946","1930 Saranac Ave, Lake Placid, New York 12946",44.294222,-74.0109759
2951  U.S. 9,"Ballston Spa, New York 12020","2951  U.S. 9, Ballston Spa, New York 12020",43.0262007,-73.7915886
250 Vesey Street,"New York City, New York 10080","250 Vesey Street, New York City, New York 10080",40.7141662,-74.0161089
485  County Road 111,"Manorville, New York 11949","485  County Road 111, Manorville, New York 11949",40.8710609,-72.7989638
941 Carmans Road,"Massapequa, New York 11758","941 Carmans Road, Massapequa, New York 11758",40.7020104,-73.4320172
1350  1350 Walt Whitman Road,"Melville , New York 11747","1350  1350 Walt Whitman Road, Melville , New York 11747",40.7837947,-73.4211519
890 890 Walt Whitman Road,"Melville, New York 11747","890 890 Walt Whitman Road, Melville, New York 11747",40.7982004,-73.4107464
601 East Main Street,"Middletown, New York 10941","601 East Main Street, Middletown, New York 10941",41.442749,-74.3763608
70 South Euclid Avenue,"Montauk, New York 11954","70 South Euclid Avenue, Montauk, New York 11954",41.0359434,-71.943561
271  Main Street Plaza Diner,"New Paltz, New York 12561","271  Main Street Plaza Diner, New Paltz, New York 12561",41.7441296,-74.0687957
33 LeCount Place and Huguenot Street,"New Rochelle, New York 10801-6408","33 LeCount Place and Huguenot Street, New Rochelle, New York 10801-6408",40.9111424,-73.7800769
150th Ave and 147th St,"Queens, New York 11430-1711","150th Ave and 147th St, Queens, New York 11430-1711",40.6615866,-73.7934253
59 Allen Street,"New York, New York 10002","59 Allen Street, New York, New York 10002",40.7171325,-73.9917234
212 East 47th Street,"New York, New York 10017","212 East 47th Street, New York, New York 10017",40.7533839,-73.9717243
106 Mott Street,"New York, New York 10013-4600","106 Mott Street, New York, New York 10013-4600",40.7176742,-73.9970106
201 W 75th Street,"New York, New York 10023-1704","201 W 75th Street, New York, New York 10023-1704",40.7809446,-73.980372
1217 NY-300,"Newburgh, New York 12550-2555","1217 NY-300, Newburgh, New York 12550-2555",41.4998387,-74.0715489
1261 Deer Park Avenue,"North Babylon, New York 11703","1261 Deer Park Avenue, North Babylon, New York 11703",40.7390444,-73.320196
5218 Patrick Road,"Verona, New York 13478","5218 Patrick Road, Verona, New York 13478",43.1203419,-75.5771573
4968 NY-23,"Oneonta, New York 13820","4968 NY-23, Oneonta, New York 13820",42.4476785,-75.049187
240 South Highland Avenue,"Ossining, New York 10562","240 South Highland Avenue, Ossining, New York 10562",41.1431782,-73.8622088
3039 County Route 26,"Parish, New York 13131","3039 County Route 26, Parish, New York 13131",43.4079242,-76.1136932
1427 Old Country Road,"Plainview, New York 11803-5010","1427 Old Country Road, Plainview, New York 11803-5010",40.7776174,-73.4512748
60 Smithfield Blvd.,"Plattsburgh, New York 12901-2104","60 Smithfield Blvd., Plattsburgh, New York 12901-2104",44.7025675,-73.4911641
26 Maple Street,"Potsdam, New York 13676","26 Maple Street, Potsdam, New York 13676",44.6670534,-74.9905704
90-15 Queens Boulevard,"Queens, New York 11373","90-15 Queens Boulevard, Queens, New York 11373",40.7349076,-73.8694723
578 Aviation Road,"Queensbury, New York 12804-1814","578 Aviation Road, Queensbury, New York 12804-1814",43.3267791,-73.6784447
35  Hannaford Drive,"Red Hook, New York 12571","35  Hannaford Drive, Red Hook, New York 12571",41.9801778,-73.881367
1761 Old Country Road,"Riverhead, New York 11901","1761 Old Country Road, Riverhead, New York 11901",40.9231043,-72.7012646
1908 Old Route 17,"Roscoe, New York 12776","1908 Old Route 17, Roscoe, New York 12776",41.9307819,-74.9091205
373 Willis Avenue,"Roslyn Heights, New York 11577","373 Willis Avenue, Roslyn Heights, New York 11577",40.7801195,-73.6503914
647 Mariaville Rd,"Rotterdam, New York 12306","647 Mariaville Rd, Rotterdam, New York 12306",42.793501,-74.0045649
777 Seneca Allegany Boulevard,"Salamanca, New York 14779","777 Seneca Allegany Boulevard, Salamanca, New York 14779",42.1522611,-78.7497746
999 Montauk Highway,"Shirley, New York 11967","999 Montauk Highway, Shirley, New York 11967",40.8039574,-72.8607748
850 County Road 39,"Southampton, New York 11968-5296","850 County Road 39, Southampton, New York 11968-5296",40.8920639,-72.425907
1445 Richmond Ave,"Staten Island, New York 10314","1445 Richmond Ave, Staten Island, New York 10314",40.611915,-74.1572779
2925 Veterans Road West,"New York City, New York 10309","2925 Veterans Road West, New York City, New York 10309",40.5273405,-74.2308221
271 Jericho Turnpike,"Syosset, New York 11791","271 Jericho Turnpike, Syosset, New York 11791",40.8114621,-73.5052057
441 Electronics Parkway,"Liverpool, New York 13088-6001","441 Electronics Parkway, Liverpool, New York 13088-6001",43.1024265,-76.1884493
9090  Destiny USA Drive,"Syracuse, New York 13204","9090  Destiny USA Drive, Syracuse, New York 13204",43.0674506,-76.1721925
600 White Plains Road,"Tarrytown, New York 10591-5104","600 White Plains Road, Tarrytown, New York 10591-5104",41.0612853,-73.8372799
5755 NY-80,"Tully, New York 13159","5755 NY-80, Tully, New York 13159",42.7995789,-76.1213496
50 Auert Ave.,"Utica, New York 13502-2326","50 Auert Ave., Utica, New York 13502-2326",43.1142176,-75.2081585
"2034 Green Acres Mall, Sunrise Highway","Valley Stream, New York 11581","2034 Green Acres Mall, Sunrise Highway, Valley Stream, New York 11581",40.6620838,-73.7194673
7979 Pittsford Victor Rd,"Victor, New York 14564","7979 Pittsford Victor Rd, Victor, New York 14564",43.0293988,-77.4440221
760 Montauk Highway,"Water Mill, New York 11976","760 Montauk Highway, Water Mill, New York 11976",40.9113825,-72.3516931
1133 Route 414,"Waterloo, New York 13165","1133 Route 414, Waterloo, New York 13165",42.9694355,-76.8459883
21182 Salmon Run Mall Loop W,"Watertown, New York 13601-2244","21182 Salmon Run Mall Loop W, Watertown, New York 13601-2244",43.9788216,-75.9530306
1000 Palisades Center Drive,"West Nyack, New York 10994","1000 Palisades Center Drive, West Nyack, New York 10994",41.0971167,-73.9550857
2952  Route 11,"Whitney Point , New York 13862","2952  Route 11, Whitney Point , New York 13862",42.3366336,-75.9728799
1969 Central Park Avenue,"Yonkers, New York 10710","1969 Central Park Avenue, Yonkers, New York 10710",40.9661118,-73.8388903
Archer Street,"Yonkers, New York 10701-3230","Archer Street, Yonkers, New York 10701-3230",40.9365957,-73.8887499
3379 Crompond Road,"Yorktown Heights, New York 10589","3379 Crompond Road, Yorktown Heights, New York 10589",41.2903334,-73.8305113
10206 S Main St,"Archdale, North Carolina 27263","10206 S Main St, Archdale, North Carolina 27263",35.8990957,-79.9467256
4  S Tunnel Rd,"Asheville, North Carolina 28805","4  S Tunnel Rd, Asheville, North Carolina 28805",35.5828942,-82.5236571
4 South Tunnel Road,"Asheville, North Carolina 28805","4 South Tunnel Road, Asheville, North Carolina 28805",35.5828942,-82.5236571
264  Thetford Street,"Asheville , North Carolina 28803","264  Thetford Street, Asheville , North Carolina 28803",35.4844033,-82.557618
800 Brevard Road,"Asheville, North Carolina 28806-2251","800 Brevard Road, Asheville, North Carolina 28806-2251",35.5272929,-82.6036917
100  Water Place Landing,"Benson , North Carolina 27504","100  Water Place Landing, Benson , North Carolina 27504",35.3743191,-78.5417705
1080 Piper Ln,"Burlington, North Carolina 27215-8239","1080 Piper Ln, Burlington, North Carolina 27215-8239",36.0690792,-79.5111606
801 Bass Pro Ln,"Cary, North Carolina 27513","801 Bass Pro Ln, Cary, North Carolina 27513",35.8306014,-78.7711749
7119 O'Kelly Chapel Road,"Cary, North Carolina 27519","7119 O'Kelly Chapel Road, Cary, North Carolina 27519",35.8457395,-78.8877997
100 Village Center Drive,"Chapel Hill, North Carolina 27516","100 Village Center Drive, Chapel Hill, North Carolina 27516",35.9698692,-79.0635908
2720 W Mallard Creek Church Rd,"Charlotte, North Carolina 28262-8299","2720 W Mallard Creek Church Rd, Charlotte, North Carolina 28262-8299",35.3414033,-80.7650012
1111 Metropolitan Ave,"Charlotte, North Carolina 28204","1111 Metropolitan Ave, Charlotte, North Carolina 28204",35.2123697,-80.8349682
9841 Northlake Centre Parkway,"Charlotte, North Carolina 28216","9841 Northlake Centre Parkway, Charlotte, North Carolina 28216",35.3502059,-80.8600182
3429 Toringdon Way,"Charlotte, North Carolina 28277","3429 Toringdon Way, Charlotte, North Carolina 28277",35.0683915,-80.8419739
3202 Sandy Ridge Road,"Colfax, North Carolina 27235","3202 Sandy Ridge Road, Colfax, North Carolina 27235",36.0949215,-79.9951451
3219 Watkins Road,"Durham, North Carolina 27707","3219 Watkins Road, Durham, North Carolina 27707",35.953146,-78.9918671
1965 Cedar Creek Road,"Fayetteville, North Carolina 28312","1965 Cedar Creek Road, Fayetteville, North Carolina 28312",35.0088151,-78.8231334
5180  NC-42,"Garner, North Carolina 27529","5180  NC-42, Garner, North Carolina 27529",35.608616,-78.5624689
3050 E Franklin Blvd,"Gastonia , North Carolina 28056","3050 E Franklin Blvd, Gastonia , North Carolina 28056",35.2601025,-81.1224117
1001 North Spence Avenue,"Goldsboro, North Carolina 27534","1001 North Spence Avenue, Goldsboro, North Carolina 27534",35.3866042,-77.9483193
5421 Hornaday Road,"Greensboro, North Carolina 27407-2747","5421 Hornaday Road, Greensboro, North Carolina 27407-2747",36.0593245,-79.9090613
701  Moye Boulevard,"Greenville, North Carolina 27834","701  Moye Boulevard, Greenville, North Carolina 27834",35.6055739,-77.4000384
10401  NC-903,"Halifax, North Carolina 27839","10401  NC-903, Halifax, North Carolina 27839",36.3655947,-77.674908
619 Ruin Creek Road,"Henderson, North Carolina 27536","619 Ruin Creek Road, Henderson, North Carolina 27536",36.329444,-78.4476627
2191 13th Avenue Drive SE,"Hickory, North Carolina 28602-5185","2191 13th Avenue Drive SE, Hickory, North Carolina 28602-5185",35.7063341,-81.294721
1105 Gum Branch Road,"Jacksonville , North Carolina 28540","1105 Gum Branch Road, Jacksonville , North Carolina 28540",34.7769743,-77.4142675
1551  Glenn Center Drive,"Kernersville, North Carolina 27284","1551  Glenn Center Drive, Kernersville, North Carolina 27284",36.0701686,-80.1121929
2012 S Croatan Hwy,"Kill Devil Hills, North Carolina 27948","2012 S Croatan Hwy, Kill Devil Hills, North Carolina 27948",35.9925465,-75.6516741
4483 U.S. Highway 70,"Kinston, North Carolina 28504","4483 U.S. Highway 70, Kinston, North Carolina 28504",35.2605446,-77.6499542
2020  Olde Regent Way,"Leland, North Carolina 28451","2020  Olde Regent Way, Leland, North Carolina 28451",34.2174192,-78.018405
19  Plaza Parkway,"Lexington, North Carolina 27292","19  Plaza Parkway, Lexington, North Carolina 27292",35.7837542,-80.2551319
2350 S Main St,"Lexington, North Carolina 27292","2350 S Main St, Lexington, North Carolina 27292",35.8008157,-80.2884019
5093 Fayetteville Rd.,"Lumberton, North Carolina 28358-2107","5093 Fayetteville Rd., Lumberton, North Carolina 28358-2107",34.66727,-79.0024325
2309 Matthews Township Pkwy,"Matthews, North Carolina 28105","2309 Matthews Township Pkwy, Matthews, North Carolina 28105",35.1281952,-80.7008154
